playerID,sport,position,start_year,start_age,years_played
Alex Killorn\killoal01,Hockey,C,2013,23,5
Alex Kovalev\kovalal01,Hockey,RW,2006,32,8
Alex Ovechkin\ovechal01,Hockey,LW,2006,20,12
Alex Petrovic\petroal01,Hockey,D,2013,20,5
Alex Pietrangelo\pietral01,Hockey,D,2009,19,9
Alex Plante\plantal01,Hockey,D,2010,20,3
Alex Steen\steenal01,Hockey,C,2006,21,12
Alex Tanguay\tangual01,Hockey,LW,2006,26,11
Alex Tuch\tuchal01,Hockey,RW,2017,20,1
Alex Zhamnov\zhamnal01,Hockey,C,2006,35,1
Alexander Burmistrov\burmial01,Hockey,C,2011,19,7
Alexander Edler\edleral01,Hockey,D,2007,20,11
Alexander Karpovtsev\karpoal01,Hockey,D,2006,35,1
Alexander Khavanov\khavaal01,Hockey,D,2006,34,1
Alexander Khokhlachev\khokhal01,Hockey,C,2014,20,3
Alexander Mogilny\mogilal01,Hockey,RW,2006,36,1
Alexander Nikulin\nikulal01,Hockey,C,2008,22,2
Alexander Nylander\nylanal01,Hockey,RW,2017,18,1
Alexander Perezhogin\perezal01,Hockey,RW,2006,22,2
Alexander Radulov\radulal01,Hockey,RW,2007,20,11
Alexander Semin\seminal01,Hockey,LW,2007,22,10
Alexander Suglobov\sugloal01,Hockey,RW,2006,24,2
Alexander Sulzer\sulzeal01,Hockey,D,2009,24,6
Alexander Svitov\svitoal01,Hockey,C,2007,24,1
Alexander Urbom\urbomal01,Hockey,D,2011,20,4
Alexander Vasyunov\vasyual01,Hockey,LW,2011,22,1
Alexander Wennberg\wennbal01,Hockey,C,2015,20,3
Alexandre Bolduc\boldual01,Hockey,C,2009,23,7
Alexandre Burrows\burroal01,Hockey,LW,2006,24,12
Alexandre Carrier\carrial01,Hockey,D,2017,20,1
Alexandre Daigle\daiglal02,Hockey,RW,2006,30,1
Alexandre Giroux\giroual01,Hockey,C,2006,24,7
Alexandre Grenier\grenial01,Hockey,RW,2016,24,2
Alexandre Picard\picaral01,Hockey,D,2006,20,7
Alexandre Picard\picaral02,Hockey,LW,2006,20,5
Alexei Emelin\emelial01,Hockey,D,2012,25,6
Alexei Kaigorodov\kaigoal01,Hockey,C,2007,23,1
Alexei Mikhnov\mikhnal01,Hockey,LW,2007,24,1
Alexei Ponikarovsky\ponikal01,Hockey,LW,2006,25,8
Alexei Semenov\semenal01,Hockey,D,2006,24,4
Alexei Yashin\yashial01,Hockey,C,2006,32,2
Alexei Zhitnik\zhitnal01,Hockey,D,2006,33,3
Alexey Marchenko\marchal01,Hockey,D,2014,22,4
Allan Rourke\rourkal01,Hockey,D,2006,25,3
Alyn McCauley\mccaual01,Hockey,C,2006,28,2
Anders Eriksson\eriksan01,Hockey,D,2007,32,4
Anders Lee\leean01,Hockey,C,2013,22,5
Andre Benoit\benoian01,Hockey,D,2011,27,6
Andre Burakovsky\burakan01,Hockey,LW,2015,19,3
Andre Deveaux\deveaan01,Hockey,C,2009,24,4
Andre Petersson\peteran02,Hockey,RW,2012,21,1
Andre Roy\royan01,Hockey,LW,2006,30,4
Andreas Athanasiou\athanan01,Hockey,C,2016,21,2
Andreas Englund\engluan01,Hockey,D,2017,21,1
Andreas Engqvist\engqvan01,Hockey,C,2011,23,2
Andreas Karlsson\karlsan01,Hockey,C,2007,31,2
Andreas Lilja\liljaan01,Hockey,D,2006,30,8
Andreas Martinsen\martian01,Hockey,LW,2016,25,2
Andreas Nodl\nodlan01,Hockey,RW,2009,21,5
Andreas Thuresson\thurean01,Hockey,RW,2010,22,2
Andrei Kostitsyn\kostian01,Hockey,LW,2006,20,7
Andrei Loktionov\loktian01,Hockey,C,2010,19,5
Andrei Markov\markoan01,Hockey,D,2006,27,12
Andrei Nazarov\nazaran01,Hockey,RW,2006,31,1
Andrei Zubarev\zubaran01,Hockey,D,2011,23,1
Andrei Zyuzin\zyuzian01,Hockey,D,2006,28,3
Andrej Meszaros\meszaan01,Hockey,D,2006,20,10
Andrej Nestrasil\nestran01,Hockey,C,2015,23,3
Andrej Sekera\sekeran01,Hockey,D,2007,20,11
Andrej Sustr\sustran01,Hockey,D,2013,22,5
Andrew Agozzino\agozzan01,Hockey,LW,2015,24,2
Andrew Alberts\alberan01,Hockey,D,2006,24,9
Andrew Bodnarchuk\bodnaan01,Hockey,D,2010,21,7
Andrew Brunette\brunean01,Hockey,LW,2006,32,7
Andrew Campbell\campban01,Hockey,D,2014,25,3
Andrew Cassels\cassean01,Hockey,C,2006,36,1
Andrew Cogliano\coglian01,Hockey,C,2008,20,10
Andrew Copp\coppan01,Hockey,C,2015,20,3
Andrew Desjardins\desjaan01,Hockey,C,2011,24,7
Andrew Ebbett\ebbetan01,Hockey,C,2008,25,8
Andrew Ference\ferenan01,Hockey,D,2006,26,11
Andrew Gordon\gordoan01,Hockey,RW,2009,23,5
Andrew Hutchinson\hutchan01,Hockey,D,2006,25,6
Andrew Joudrey\joudran01,Hockey,C,2012,27,1
Andrew Ladd\laddan01,Hockey,LW,2006,20,12
Andrew MacDonald\macdoan01,Hockey,D,2009,22,9
Andrew MacWilliam\macwian01,Hockey,D,2015,24,1
Andrew Miller\millean01,Hockey,C,2015,26,2
Andrew Murray\murraan01,Hockey,C,2008,26,6
Andrew Peters\peteran01,Hockey,LW,2006,25,5
Andrew Poturalski\poturan01,Hockey,C,2017,23,1
Andrew Shaw\shawan01,Hockey,C,2012,20,6
Andrey Pedan\pedanan01,Hockey,D,2016,22,1
Andy Andreoff\andrean01,Hockey,C,2015,23,3
Andy Delmore\delmoan01,Hockey,D,2006,29,1
Andy Greene\greenan01,Hockey,D,2007,24,11
Andy Hilbert\hilbean01,Hockey,C,2006,24,5
Andy McDonald\mcdonan01,Hockey,C,2006,28,8
Andy Miele\mielean01,Hockey,C,2012,23,3
Andy Roach\roachan01,Hockey,D,2006,32,1
Andy Sutton\suttoan01,Hockey,D,2006,30,7
Andy Wozniewski\woznian01,Hockey,D,2006,25,5
Anson Carter\cartean01,Hockey,RW,2006,31,2
Anssi Salmela\salmean01,Hockey,D,2009,24,3
Anthony Beauvillier\beauvan01,Hockey,LW,2017,19,1
Anthony Bitetto\bitetan01,Hockey,D,2015,24,3
Anthony DeAngelo\deangan01,Hockey,D,2017,21,1
Anthony Duclair\duclaan01,Hockey,LW,2015,19,3
Anthony Mantha\manthan01,Hockey,RW,2016,21,2
Anthony Peluso\pelusan01,Hockey,RW,2013,23,4
Anthony Stewart\stewaan01,Hockey,C,2006,21,7
Antoine Roussel\roussan01,Hockey,C,2013,23,5
Antoine Vermette\vermean01,Hockey,C,2006,23,12
Anton Babchuk\babchan01,Hockey,D,2006,21,8
Anton Belov\belovan01,Hockey,D,2014,27,1
Anton Blidh\blidhan01,Hockey,LW,2017,21,1
Anton Klementyev\klemean01,Hockey,D,2010,19,1
Anton Lander\landean01,Hockey,C,2012,20,6
Anton Lindholm\lindhan01,Hockey,D,2017,22,1
Anton Rodin\rodinan01,Hockey,RW,2017,26,1
Anton Slepyshev\slepyan01,Hockey,LW,2016,21,2
Anton Stralman\stralan01,Hockey,D,2008,21,10
Anton Volchenkov\volchan01,Hockey,D,2006,23,10
Antti Laaksonen\laaksan01,Hockey,LW,2006,32,2
Antti Miettinen\miettan01,Hockey,LW,2006,25,8
Antti Pihlstrom\pihlsan01,Hockey,LW,2008,23,2
Anze Kopitar\kopitan01,Hockey,C,2007,19,11
Arron Asham\ashamar01,Hockey,RW,2006,27,9
Artem Anisimov\anisiar01,Hockey,C,2009,20,9
Artemi Panarin\panarar01,Hockey,LW,2016,24,2
Artturi Lehkonen\lehkoar01,Hockey,LW,2017,21,1
Arturs Kulda\kuldaar01,Hockey,D,2010,21,3
Austin Czarnik\czarnau01,Hockey,C,2017,24,1
Austin Watson\watsoau01,Hockey,LW,2013,21,5
Auston Matthews\matthau01,Hockey,C,2017,19,1
B.J. Crombeen\crombbj01,Hockey,RW,2008,22,8
Barclay Goodrow\goodrba01,Hockey,RW,2015,21,3
Barret Jackman\jackmba01,Hockey,D,2006,24,11
Barry Tallackson\tallaba01,Hockey,RW,2006,22,4
Bates Battaglia\battaba01,Hockey,LW,2007,31,2
Beau Bennett\bennebe01,Hockey,RW,2013,21,5
Ben Chiarot\chiarbe01,Hockey,D,2014,22,4
Ben Clymer\clymebe01,Hockey,D,2006,27,2
Ben Eager\eagerbe01,Hockey,LW,2006,22,9
Ben Guite\guitebe01,Hockey,C,2006,27,5
Ben Hanowski\hanowbe01,Hockey,LW,2013,22,2
Ben Harpur\harpube01,Hockey,D,2016,21,2
Ben Holmstrom\holmsbe01,Hockey,C,2011,23,2
Ben Hutton\huttobe01,Hockey,D,2016,22,2
Ben Lovejoy\lovejbe01,Hockey,D,2009,24,9
Ben Maxwell\maxwebe01,Hockey,C,2009,20,4
Ben Ondrus\ondrube01,Hockey,LW,2006,23,4
Ben Simon\simonbe01,Hockey,C,2006,27,1
Ben Smith\smithbe01,Hockey,RW,2011,22,7
Ben Street\streebe01,Hockey,C,2013,25,5
Ben Thomson\thomsbe01,Hockey,LW,2017,24,1
Ben Walter\waltebe01,Hockey,C,2006,21,5
Benn Ferriero\ferribe01,Hockey,C,2010,22,5
Benoit Pouliot\poulibe01,Hockey,LW,2007,20,11
Bill Arnold\arnolbi01,Hockey,C,2014,21,1
Bill Guerin\gueribi01,Hockey,RW,2006,35,5
Bill Sweatt\sweatbi01,Hockey,LW,2012,23,2
Bill Thomas\thomabi01,Hockey,RW,2006,22,7
Bjorn Melin\melinbj01,Hockey,RW,2007,25,1
Blair Betts\bettsbl01,Hockey,C,2006,25,6
Blair Jones\jonesbl01,Hockey,C,2007,20,9
Blake Coleman\colembl01,Hockey,C,2017,25,1
Blake Comeau\comeabl01,Hockey,LW,2007,20,11
Blake Geoffrion\geoffbl01,Hockey,LW,2011,22,2
Blake Pietila\pietibl01,Hockey,LW,2016,22,2
Blake Speers\speerbl01,Hockey,C,2017,20,1
Blake Wheeler\wheelbl01,Hockey,RW,2009,22,9
Bo Horvat\horvabo01,Hockey,C,2015,19,3
Bob Boughner\boughbo01,Hockey,D,2006,34,1
Bobby Allen\allenbo01,Hockey,D,2007,28,2
Bobby Butler\butlebo01,Hockey,LW,2010,22,5
Bobby Farnham\farnhbo01,Hockey,RW,2015,26,3
Bobby Holik\holikbo01,Hockey,C,2006,35,4
Bobby Robins\robinbo01,Hockey,C,2015,33,1
Bobby Ryan\ryanbo01,Hockey,RW,2008,20,10
Bobby Sanguinetti\sangubo01,Hockey,D,2010,21,4
Bogdan Yakimov\yakimbo01,Hockey,C,2015,20,1
Boone Jenner\jennebo01,Hockey,C,2014,20,4
Boris Valabik\valabbo01,Hockey,D,2008,21,3
Borna Rendulic\rendubo01,Hockey,RW,2015,22,3
Boyd Devereaux\deverbo01,Hockey,C,2006,27,4
Boyd Gordon\gordobo01,Hockey,C,2006,22,12
Boyd Kane\kanebo01,Hockey,LW,2006,27,5
Bracken Kearns\kearnbr01,Hockey,C,2012,30,6
Brad Boyes\boyesbr01,Hockey,C,2006,23,11
Brad Ference\ferenbr01,Hockey,D,2007,27,1
Brad Hunt\huntbr01,Hockey,D,2014,25,4
Brad Isbister\isbisbr01,Hockey,LW,2006,28,3
Brad Larsen\larsebr01,Hockey,LW,2006,28,3
Brad Lukowich\lukowbr01,Hockey,D,2006,29,6
Brad Malone\malonbr01,Hockey,C,2012,22,5
Brad Marchand\marchbr03,Hockey,C,2010,21,8
Brad May\maybr01,Hockey,LW,2006,34,5
Brad Mills\millsbr01,Hockey,C,2011,27,4
Brad Moran\moranbr01,Hockey,C,2007,27,1
Brad Norton\nortobr01,Hockey,D,2006,30,2
Brad Richards\richabr01,Hockey,C,2006,25,11
Brad Richardson\richabr02,Hockey,C,2006,20,12
Brad Staubitz\staubbr01,Hockey,RW,2009,24,5
Brad Stuart\stuarbr02,Hockey,D,2006,26,11
Brad Winchester\winchbr01,Hockey,LW,2006,24,7
Brady Austin\austibr01,Hockey,D,2017,23,1
Brady Murray\murrabr01,Hockey,LW,2008,23,1
Brady Skjei\skjeibr01,Hockey,D,2016,21,2
Brandon Bochenski\bochebr01,Hockey,RW,2006,23,5
Brandon Bollig\bollibr01,Hockey,LW,2012,25,5
Brandon Carlo\carlobr01,Hockey,D,2017,20,1
Brandon Davidson\davidbr01,Hockey,D,2015,23,3
Brandon DeFazio\defazbr01,Hockey,LW,2015,26,1
Brandon Dubinsky\dubinbr01,Hockey,C,2007,20,11
Brandon Gormley\gormlbr01,Hockey,D,2014,21,3
Brandon Kozun\kozunbr01,Hockey,RW,2015,24,1
Brandon Manning\mannibr01,Hockey,D,2012,21,6
Brandon Mashinter\mashibr01,Hockey,LW,2011,22,6
Brandon McMillan\mcmilbr01,Hockey,C,2011,20,5
Brandon Montour\montobr01,Hockey,D,2017,22,1
Brandon Nolan\nolanbr01,Hockey,C,2008,24,1
Brandon Pirri\pirribr01,Hockey,C,2011,19,7
Brandon Prust\prustbr01,Hockey,C,2007,22,10
Brandon Reid\reidbr01,Hockey,C,2007,25,1
Brandon Saad\saadbr01,Hockey,LW,2012,19,6
Brandon Segal\segalbr01,Hockey,RW,2009,25,5
Brandon Sutter\suttebr03,Hockey,C,2009,19,9
Brandon Tanev\tanevbr01,Hockey,LW,2016,24,2
Brandon Yip\yipbr01,Hockey,RW,2010,24,5
Branislav Mezei\mezeibr01,Hockey,D,2006,25,3
Branko Radivojevic\radivbr01,Hockey,RW,2006,25,3
Brayden Irwin\irwinbr01,Hockey,C,2010,22,1
Brayden McNabb\mcnabbr01,Hockey,D,2012,21,6
Brayden Point\pointbr01,Hockey,C,2017,20,1
Brayden Schenn\schenbr01,Hockey,C,2010,18,8
Braydon Coburn\coburbr01,Hockey,D,2006,20,12
Brendan Bell\bellbr02,Hockey,D,2006,22,7
Brendan Gallagher\gallabr01,Hockey,RW,2013,20,5
Brendan Gaunce\gauncbr01,Hockey,C,2016,21,2
Brendan Guhle\guhlebr01,Hockey,D,2017,19,1
Brendan Leipsic\leipsbr01,Hockey,LW,2016,21,1
Brendan Mikkelson\mikkebr01,Hockey,D,2009,21,5
Brendan Morrison\morribr01,Hockey,C,2006,30,7
Brendan Perlini\perlibr01,Hockey,LW,2017,20,1
Brendan Ranford\ranfobr01,Hockey,LW,2015,22,1
Brendan Shanahan*\shanabr01,Hockey,LW,2006,37,4
Brendan Shinnimin\shinnbr01,Hockey,C,2015,24,1
Brendan Smith\smithbr05,Hockey,D,2012,22,6
Brendan Witt\wittbr01,Hockey,D,2006,30,5
Brendan Woods\woodsbr01,Hockey,LW,2015,22,2
Brenden Dillon\dillobr01,Hockey,D,2012,21,6
Brenden Morrow\morrobr01,Hockey,LW,2006,27,10
Brendon Nash\nashbr01,Hockey,D,2011,23,1
Brent Burns\burnsbr01,Hockey,D,2006,20,12
Brent Regner\regnebr01,Hockey,D,2016,26,1
Brent Seabrook\seabrbr01,Hockey,D,2006,20,12
Brent Sopel\sopelbr01,Hockey,D,2006,29,6
Bret Hedican\hedicbr01,Hockey,D,2006,35,4
Brett Bellemore\bellebr01,Hockey,D,2013,24,3
Brett Bulmer\bulmebr01,Hockey,RW,2012,19,5
Brett Carson\carsobr01,Hockey,D,2009,23,5
Brett Clark\clarkbr01,Hockey,D,2006,29,8
Brett Connolly\connobr01,Hockey,RW,2012,19,6
Brett Festerling\festebr01,Hockey,D,2009,22,4
Brett Gallant\gallabr02,Hockey,LW,2014,25,1
Brett Hull*\hullbr01,Hockey,RW,2006,41,1
Brett Kulak\kulakbr01,Hockey,D,2015,21,3
Brett Lebda\lebdabr01,Hockey,D,2006,24,7
Brett Lernout\lernobr01,Hockey,D,2016,20,2
Brett Maclean\maclebr02,Hockey,LW,2011,22,2
Brett McLean\mcleabr01,Hockey,C,2006,27,4
Brett Pesce\pescebr01,Hockey,D,2016,21,2
Brett Ritchie\ritchbr01,Hockey,RW,2015,21,3
Brett Skinner\skinnbr01,Hockey,D,2009,25,1
Brett Sterling\sterlbr01,Hockey,LW,2008,23,5
Brett Sutter\suttebr04,Hockey,C,2009,21,7
Brian Boyle\boylebr01,Hockey,C,2008,23,10
Brian Campbell\campbbr02,Hockey,D,2006,26,12
Brian Dumoulin\dumoubr01,Hockey,D,2014,22,4
Brian Fahey\faheybr01,Hockey,D,2011,29,1
Brian Ferlin\ferlibr01,Hockey,RW,2015,22,1
Brian Flynn\flynnbr01,Hockey,C,2013,24,5
Brian Gibbons\gibbobr02,Hockey,C,2014,25,2
Brian Gionta\giontbr01,Hockey,RW,2006,27,12
Brian Lashoff\lashobr01,Hockey,D,2013,22,5
Brian Lee\leebr01,Hockey,D,2008,20,6
Brian Leetch*\leetcbr01,Hockey,D,2006,37,1
Brian McGrattan\mcgrabr01,Hockey,RW,2006,24,10
Brian O'Neill\oneilbr01,Hockey,C,2016,27,1
Brian Pothier\pothibr01,Hockey,D,2006,28,5
Brian Rafalski\rafalbr01,Hockey,D,2006,32,6
Brian Rolston\rolstbr01,Hockey,C,2006,32,7
Brian Salcido\salcibr01,Hockey,D,2009,23,1
Brian Savage\savagbr01,Hockey,LW,2006,34,1
Brian Strait\straibr01,Hockey,D,2011,23,7
Brian Sutherby\suthebr01,Hockey,C,2006,23,6
Brian Willsie\willsbr01,Hockey,RW,2006,27,6
Brock Boeser\boesebr01,Hockey,RW,2017,19,1
Brock McGinn\mcginbr01,Hockey,LW,2016,21,2
Brock Nelson\nelsobr01,Hockey,C,2014,22,4
Brock Trotter\trottbr02,Hockey,C,2010,22,1
Brodie Dupont\duponbr01,Hockey,C,2011,23,1
Brody Sutter\suttebr05,Hockey,C,2015,23,2
Brooks Laich\laichbr01,Hockey,C,2006,22,11
Brooks Orpik\orpikbr01,Hockey,D,2006,25,12
Bruno Gervais\gervabr01,Hockey,D,2006,21,8
Bruno St. Jacques\stjacbr01,Hockey,D,2006,25,1
Bryan Allen\allenbr01,Hockey,D,2006,25,10
Bryan Berard\berarbr01,Hockey,D,2006,28,3
Bryan Bickell\bickebr01,Hockey,LW,2007,20,11
Bryan Helmer\helmebr01,Hockey,D,2009,36,1
Bryan Lerg\lergbr01,Hockey,C,2015,29,2
Bryan Little\littlbr01,Hockey,C,2008,20,10
Bryan Marchment\marchbr02,Hockey,D,2006,36,1
Bryan McCabe\mccabbr01,Hockey,D,2006,30,6
Bryan Muir\muirbr01,Hockey,D,2006,32,2
Bryan Rodney\rodnebr01,Hockey,D,2009,24,4
Bryan Rust\rustbr01,Hockey,RW,2015,22,3
Bryan Smolinski\smolibr01,Hockey,C,2006,34,3
Bryan Young\youngbr02,Hockey,D,2007,20,2
Bryce Lampman\lampmbr01,Hockey,D,2006,23,2
Bryce Salvador\salvabr01,Hockey,D,2006,29,10
Bryce Van Brabant\vanbrbr01,Hockey,LW,2014,22,1
Bud Holloway\hollobu01,Hockey,C,2016,27,1
Buddy Robinson\robinbu01,Hockey,RW,2016,24,2
Byron Bitz\bitzby01,Hockey,RW,2009,24,4
Byron Froese\froesby01,Hockey,C,2016,24,2
Byron Ritchie\ritchby01,Hockey,C,2006,28,3
C.J. Smith\smithcj01,Hockey,LW,2017,22,1
Cade Fairchild\faircca01,Hockey,D,2012,23,1
Cal Clutterbuck\cluttca01,Hockey,RW,2008,20,10
Cal O'Reilly\oreilca01,Hockey,C,2009,22,9
Cale Hulse\hulseca01,Hockey,D,2006,32,1
Calle Jarnkrok\jarnkca01,Hockey,C,2014,22,4
Calvin de Haan\dehaaca01,Hockey,D,2012,20,6
Cam Atkinson\atkinca01,Hockey,RW,2012,22,6
Cam Barker\barkeca01,Hockey,D,2006,19,8
Cam Fowler\fowleca01,Hockey,D,2011,19,7
Cam Janssen\janssca01,Hockey,RW,2006,21,9
Cam Paddock\paddoca01,Hockey,C,2009,25,1
Cam Severson\severca01,Hockey,LW,2006,28,1
Cameron Gaunce\gauncca01,Hockey,D,2011,20,7
Cameron Schilling\schilca01,Hockey,D,2013,24,3
Carl Corazzini\corazca01,Hockey,C,2007,27,1
Carl Gunnarsson\gunnaca01,Hockey,D,2010,23,8
Carl Hagelin\hagelca01,Hockey,LW,2012,23,6
Carl Klingberg\klingca01,Hockey,LW,2011,20,5
Carl Sneep\sneepca01,Hockey,D,2012,24,1
Carl Soderberg\soderca01,Hockey,C,2013,27,5
Carlo Colaiacovo\colaica01,Hockey,D,2006,23,11
Carsen Germyn\germyca01,Hockey,C,2006,23,2
Carson McMillan\mcmilca01,Hockey,RW,2011,22,4
Carter Ashton\ashtoca01,Hockey,RW,2012,20,4
Carter Bancks\banckca01,Hockey,LW,2013,23,1
Carter Camper\campeca01,Hockey,C,2012,23,1
Carter Rowney\rowneca01,Hockey,RW,2017,27,1
Casey Bailey\baileca01,Hockey,C,2015,23,3
Casey Borer\borerca01,Hockey,D,2008,22,3
Casey Cizikas\cizikca01,Hockey,C,2012,20,6
Casey Nelson\nelsoca01,Hockey,D,2016,23,2
Casey Wellman\wellmca01,Hockey,C,2010,22,5
Cedric Paquette\paquece01,Hockey,C,2014,20,4
Chad Billins\billich01,Hockey,D,2014,24,1
Chad Kilger\kilgech01,Hockey,C,2006,29,3
Chad Kolarik\kolarch01,Hockey,RW,2010,24,2
Chad Larose\larosch01,Hockey,C,2006,23,8
Chad Rau\rauch01,Hockey,C,2012,25,1
Chad Ruhwedel\ruhwech01,Hockey,D,2013,22,5
Chad Wiseman\wisemch01,Hockey,LW,2006,24,1
Chandler Stephenson\stephch02,Hockey,C,2016,21,2
Charles Hudon\hudonch01,Hockey,LW,2016,21,2
Charles Linglet\linglch01,Hockey,LW,2010,27,1
Charlie Coyle\coylech01,Hockey,C,2013,20,5
Chase De Leo\deleoch01,Hockey,C,2016,20,1
Chay Genoway\genowch01,Hockey,D,2012,25,1
Chris Bigras\bigrach01,Hockey,D,2016,20,1
Chris Bourque\bourqch01,Hockey,LW,2008,22,6
Chris Brown\brownch01,Hockey,C,2013,21,4
Chris Butler\butlech01,Hockey,D,2009,22,9
Chris Campoli\campoch01,Hockey,D,2006,21,7
Chris Chelios*\chelich01,Hockey,D,2006,44,5
Chris Clark\clarkch01,Hockey,RW,2006,29,6
Chris Conner\connech01,Hockey,RW,2007,23,9
Chris Didomenico\didomch01,Hockey,RW,2017,27,1
Chris Dingman\dingmch01,Hockey,LW,2006,29,1
Chris Drury\drurych01,Hockey,C,2006,29,6
Chris Durno\durnoch01,Hockey,LW,2009,28,2
Chris Gratton\grattch01,Hockey,C,2006,30,4
Chris Higgins\higgich01,Hockey,C,2006,22,11
Chris Kelly\kellych01,Hockey,C,2006,25,12
Chris Kreider\kreidch01,Hockey,C,2013,21,5
Chris Kunitz\kunitch01,Hockey,LW,2006,26,12
Chris Minard\minarch01,Hockey,LW,2008,26,3
Chris Mueller\muellch01,Hockey,C,2011,24,5
Chris Neil\neilch01,Hockey,RW,2006,26,12
Chris Phillips\phillch02,Hockey,D,2006,27,10
Chris Porter\portech01,Hockey,C,2009,24,8
Chris Pronger*\prongch01,Hockey,D,2006,31,7
Chris Simon\simonch01,Hockey,LW,2006,34,3
Chris Stewart\stewach02,Hockey,RW,2009,21,9
Chris Summers\summech01,Hockey,D,2011,22,6
Chris Tanev\tanevch01,Hockey,D,2011,21,7
Chris Terry\terrych01,Hockey,LW,2013,23,5
Chris Therien\therich01,Hockey,D,2006,34,1
Chris Thorburn\thorbch01,Hockey,C,2006,22,12
Chris Tierney\tiernch01,Hockey,C,2015,20,3
Chris VandeVelde\vandech01,Hockey,C,2011,23,7
Chris Wagner\wagnech01,Hockey,C,2015,23,3
Chris Wideman\widemch01,Hockey,D,2016,26,2
Christian Backman\backmch01,Hockey,D,2006,25,4
Christian Dvorak\dvorach01,Hockey,LW,2017,20,1
Christian Ehrhoff\ehrhoch01,Hockey,D,2006,23,11
Christian Fischer\fischch01,Hockey,RW,2017,19,1
Christian Folin\folinch01,Hockey,D,2014,22,4
Christian Hanson\hansoch01,Hockey,C,2009,22,3
Christian Thomas\thomach01,Hockey,LW,2013,20,4
Christoph Bertschy\bertsch02,Hockey,C,2016,21,2
Christoph Schubert\schubch01,Hockey,D,2006,23,5
Christopher Breen\breench01,Hockey,D,2014,24,1
Chuck Kobasew\kobasch01,Hockey,RW,2006,23,9
Clarke MacArthur\macarcl01,Hockey,LW,2007,21,11
Clarke Wilm\wilmcl01,Hockey,C,2006,29,1
Claude Giroux\giroucl01,Hockey,C,2008,20,10
Claude Lemieux\lemiecl01,Hockey,RW,2009,43,1
Clay Wilson\wilsocl01,Hockey,D,2008,24,5
Clayton Keller\kellecl01,Hockey,LW,2017,18,1
Clayton Stoner\stonecl01,Hockey,D,2010,24,8
Cody Almond\almonco01,Hockey,C,2010,20,3
Cody Bass\bassco01,Hockey,C,2008,21,10
Cody Ceci\cecico01,Hockey,D,2014,20,4
Cody Eakin\eakinco01,Hockey,C,2012,20,6
